departamento_id,nombre
123,"Del Carril"
123,Polvaredas
123,Saladillo
124,"Arroyo Dulce"
124,Berdier
124,Gahan
124,"Inés Indart"
124,"La Invencible"
124,Salto
125,Quenumá
125,Salliqueló
126,Azcuénaga
126,Cucullú
126,Franklin
126,"San Andrés de Giles"
126,Solís
126,"Villa Espil"
126,"Villa Ruiz"
127,Duggan
127,"San Antonio de Areco"
127,"Villa Lía"
128,"Balneario San Cayetano"
128,Ochandío
128,"San Cayetano"
129,"San Fernando"
130,"San Isidro"
131,"San Miguel"
132,Conesa
132,Erezcano
132,"General Rojo"
132,"La Emilia"
132,"San Nicolás de los Arroyos"
132,"Villa Esperanza"
133,"Gobernador Castro"
133,Obligado
133,"Pueblo Doyle"
133,"Río Tala"
133,"San Pedro"
133,"Santa Lucía"
134,Domselaar
134,"San Vicente"
135,"General Rivas"
135,Suipacha
136,"De la Canal"
136,"Desvío Aguirre"
136,Gardey
136,"María Ignacia (Est. Vela)"
136,Tandil
137,Crotto
137,Tapalqué
137,Velloso
138,Tigre
139,"General Conesa"
139,"Villa Roch"
140,Chasicó
140,Saldungaray
140,"Sierra de la Ventana"
140,Tornquist
140,"Tres Picos"
140,"Villa Las Encadenadas"
140,"Villa Serrana La Gruta"
140,"Villa Ventana"
141,"30 de Agosto"
141,Berutti
141,Girodias
141,"La Carreta"
141,"Trenque Lauquen"
141,Trongé
142,"Balneario Orense"
142,Claromecó
142,Copetonas
142,"Lin Calel"
142,"Micaela Cascallares (Est. Cascallares)"
142,Orense
142,Reta
142,"San Francisco de Bellocq"
142,"San Mayol"
142,"Tres Arroyos"
142,"Villa Rodríguez (Est. Barrow)"
143,"Tres de Febrero"
144,"Ingeniero Thompson"
144,"Tres Lomas"
145,"25 de Mayo"
145,"Agustín Mosconi"
145,"Del Valle"
145,Ernestina
145,"Gobernador Ugarte"
145,"Lucas Monteverde"
145,"Norberto de la Riestra"
145,Pedernales
145,"San Enrique"
145,Valdés
146,"Vicente López"
147,"Mar Azul"
147,"Villa Gesell"
148,Argerich
148,"Colonia San Adolfo"
148,"Hilario Ascasubi"
148,"Juan Cousté (Est. Algarrobo)"
148,"Mayor Buratovich"
148,Médanos
148,"Pedro Luro"
148,"Teniente Origone"
149,"Barrio Saavedra"
149,"Country Club El Casco"
149,Escalada
149,Lima
149,Zárate
150,Chuchucaruana
150,Colpes
150,"El Bolsón"
150,"El Rodeo"
150,Huaycama
150,"La Puerta"
150,"Las Chacritas"
150,"Las Juntas"
150,"Los Castillos"
150,"Los Talas"
150,"Los Varela"
150,Singuil
151,Ancasti
151,Anquincila
151,"La Candelaria"
151,"La Majada"
152,Amanao
152,Andalgalá
152,Chaquiago
152,Choya
152,"El Alamito"
152,"El Lindero"
152,"El Potrero"
152,"La Aguada"
153,"Antofagasta de la Sierra"
153,Antofalla
153,"El Peñón"
153,"Los Nacimientos"
154,"Barranca Larga"
154,Belén
154,"Cóndor Huasi"
154,"Corral Quemado"
154,"El Durazno"
154,"Farallón Negro"
154,Hualfín
154,Jacipunco
154,"La Puntilla"
154,"Las Juntas"
154,Londres
154,"Los Nacimientos"
154,"Puerta de Corral Quemado"
154,"Puerta de San José"
154,"Villa Vil"
155,"Adolfo E. Carranza"
155,"Balde de la Punta"
155,Capayán
155,Chumbicha
155,"Colonia del Valle"
155,"Colonia Nueva Coneta"
155,Concepción
155,Coneta
155,"El Bañado"
155,Huillapima
155,"Los Angeles"
155,Miraflores
155,"San Martín"
155,"San Pablo"
155,"San Pedro"
156,"Barrio Bancario"
156,"El Pantanillo"
156,"San Fernando del Valle de Catamarca"
157,"El Alto"
157,Guayamba
157,Infanzón
157,"Los Corrales"
157,Tapso
157,Vilismán
158,Collagasta
158,"Pomancillo Este"
158,"Pomancillo Oeste"
158,"San José"
158,"Villa Las Pirquitas"
159,"Casa de Piedra"
159,"El Aybal"
159,"El Bañado"
159,"El Divisadero"
159,"El Quimilo"
159,Esquiú
159,Icaño
159,"La Dorada"
159,"La Guardia"
159,"Las Esquinas"
159,"Las Palmitas"
159,Quirós
159,Ramblones
159,Recreo
159,"San Antonio"
160,Amadores
160,"El Rosario"
160,"La Bajada"
160,"La Higuera"
160,"La Merced"
160,"La Viña"
160,"Las Lajas"
160,"Monte Potrero"
160,"Palo Labrado"
160,"San Antonio"
160,"Villa de Balcozna"
161,Apoyaco
161,Colana
161,Colpes
161,"El Pajonal (Est. Pomán)"
161,Joyango
161,Mutquin
161,Pomán
161,Rincón
161,"San Miguel"
161,Saujil
161,Siján
162,Andalhualá
162,Caspichango
162,"Chañar Punco"
162,"El Cajón"
162,"El Desmonte"
162,"El Puesto"
162,Famatanca
162,"Fuerte Quemado"
162,"La Hoyada"
162,"La Loma"
162,"Las Mojarras"
162,"Loro Huasi"
162,"Punta de Balasto"
162,"San José"
162,"Santa María"
162,Yapes
163,Alijilán
163,"Bañado de Ovanta"
163,"Las Cañas"
163,Lavalle
163,"Los Altos"
163,Manantiales
163,"San Pedro"
164,Anillaco
164,Antinaco
164,"Banda de Lucero"
164,"Cerro Negro"
164,Copacabana
164,Cordobita
164,"Costa de Reyes"
164,"El Pueblito"
164,"El Puesto"
164,"El Salado"
164,Fiambalá
164,"Los Balverdis"
164,Medanitos
164,"Palo Blanco"
164,"Punta del Agua"
164,Saujil
164,Tatón
164,Tinogasta
165,"El Portezuelo"
165,Huaycama
165,"Las Tejas"
165,"San Isidro"
165,"Santa Cruz"
166,Amboy
166,"Arroyo San Antonio"
166,"Cañada del Sauce"
166,"Capilla Vieja"
166,"El Corcovado - El Torreón"
166,Embalse
166,"La Cruz"
166,"La Cumbrecita"
166,"Las Bajadas"
166,"Las Caleras"
166,"Los Cóndores"
166,"Los Molinos"
166,"Los Reartes"
166,Lutti
166,"Monte Ralo"
166,"Parque Calmayo"
166,"Río de los Sauces"
166,"San Agustín"
166,"San Ignacio (Loteo San Javier)"
166,"San Ignacio (Loteo Vélez Crespo)"
166,"Santa Rosa de Calamuchita"
166,"Segunda Usina"
166,"Solar de los Molinos"
166,"Villa Alpina"
166,"Villa Amancay"
166,"Villa Berna"
166,"Villa Ciudad Parque Los Reartes (1a. Sección)"
166,"Villa Ciudad Parque Los Reartes (3a. Sección)"
166,"Villa del Dique"
166,"Villa El Tala"
166,"Villa General Belgrano"
166,"Villa La Rivera"
166,"Villa Quillinzo"
166,"Villa Rumipal"
166,"Villa San Miguel"
166,"Villa Yacanto"
167,Córdoba
167,"Jardín Arenales"
168,"Agua de Oro"
168,Ascochinga
168,"Canteras El Sauce"
168,"Casa Bamba"
168,"Colonia Caroya"
168,"Colonia Tirolesa"
168,"Colonia Vicente Agüero"
168,"Corral Quemado"
168,"Country Chacras de la Villa  - Country San Isidro"
168,"El Diquecito"
168,"El Manzano"
168,"Estación Colonia Tirolesa"
168,"General Paz"
168,"Jesús María"
168,"La Calera"
168,"La Granja"
168,"La Puerta"
168,"Los Molles"
168,"Malvinas Argentinas"
168,Mendiolaza
168,"Mi Granja"
168,"Pajas Blancas"
168,"Río Ceballos"
168,Saldán
168,Salsipuedes
168,"Santa Elena"
168,Tinoco
168,Unquillo
168,"Villa Allende"
168,"Villa Cerro Azul"
168,"Villa El Fachinal - Parque Norte - Guiñazú Norte"
168,"Villa Los Llanos"
169,"Alto de los Quebrachos"
169,"Bañado de Soto"
169,"Canteras Quilpo"
169,"Cruz de Caña"
169,"Cruz del Eje"
169,"El Brete"
169,"El Rincón"
169,"Guanaco Muerto"
169,"La Banda"
169,"La Batea"
169,"La Higuera"
169,"Las Cañadas"
169,"Las Playas"
169,"Los Chañaritos"
169,"Media Naranja"
169,"Paso Viejo"
169,"San Marcos Sierra"
169,Serrezuela
169,Tuclame
169,"Villa de Soto"
170,"Del Campillo"
170,"Estación Lecueder"
170,"Hipólito Bouchard"
170,"Huinca Renancó"
170,Italó
170,Mattaldi
170,"Nicolás Bruzzone"
170,Onagoity
170,Pincén
170,Ranqueles
170,"Santa Magdalena (Est. Jovita)"
170,"Villa Huidobro (Est. Cañada Verde)"
170,"Villa Sarmiento"
170,"Villa Valeria"
171,"Arroyo Algodón"
171,"Arroyo Cabral"
171,Ausonia
171,Chazón
171,Etruria
171,"La Laguna"
171,"La Palestina"
171,"La Playosa"
171,"Las Mojarras"
171,Luca
171,Pasco
171,Sanabria
171,"Silvio Pellico"
171,Ticino
171,"Tío Pujio"
171,"Villa Albertina"
171,"Villa María"
171,"Villa Nueva"
171,"Villa Oeste"
172,Avellaneda
172,"Cañada de Río Pinto"
172,Chuña
172,Copacabana
172,"Deán Funes"
172,"Esquina del Alambre"
172,"Los Chañaritos"
172,"Los Pozos"
172,"Olivares de San Nicolás"
172,Quilino
172,"San Pedro de Toyos"
172,"Villa Gutiérrez"
172,"Villa Quilino"
173,"Alejandro Roca (Est. Alejandro)"
173,Assunta
173,Bengolea
173,Carnerillo
173,Charras
173,"El Rastreador"
173,"General Cabrera"
173,"General Deheza"
173,Huanchillas
173,"La Carlota"
173,"Los Cisnes"
173,Olaeta
173,"Pacheco de Melo"
173,"Paso del Durazno"
173,"Santa Eufemia"
173,Ucacha
173,"Villa Reducción"
174,"Alejo Ledesma"
174,Arias
174,"Camilo Aldao"
174,"Capitán General Bernardo O'Higgins"
174,Cavanagh
174,"Colonia Barge"
174,"Colonia Italiana"
174,"Colonia Veinticinco"
174,"Corral de Bustos"
174,"Cruz Alta"
174,"General Baldissera"
174,"General Roca"
174,Guatimozín
174,Inriville
174,"Isla Verde"
174,Leones
174,"Los Surgentes"
174,"Marcos Juárez"
174,"Monte Buey"
174,Noetinger
174,Saira
174,Saladillo
174,"Villa Elisa"
175,"Ciénaga del Coro"
175,"El Chacho"
175,"Estancia de Guadalupe"
175,Guasapampa
175,"La Playa"
175,"San Carlos Minas"
175,Talaini
175,Tosno
176,Chancani
176,"Las Palmas"
176,"Los Talares"
176,Salsacate
176,"San Gerónimo"
176,"Tala Cañada"
176,Taninga
176,"Villa de Pocho"
177,"General Levalle"
177,"La Cesira"
177,Laboulaye
177,Leguizamón
177,Melo
177,"Río Bamba"
177,Rosales
177,"San Joaquín"
177,Serrano
177,"Villa Rossi"
178,"Barrio Santa Isabel"
178,"Bialet Massé"
178,Cabalango
178,"Capilla del Monte"
178,"Casa Grande"
178,Charbonier
178,Cosquín
178,"Cuesta Blanca"
178,"Estancia Vieja"
178,"Huerta Grande"
178,"La Cumbre"
178,"La Falda"
178,"Las Jarillas"
178,"Los Cocos"
178,Mallín
178,"Mayu Sumaj"
178,"Quebrada de Luna"
178,"San Antonio de Arredondo"
178,"San Esteban"
178,"San Roque"
178,"Santa María de Punilla"
178,"Tala Huasi"
178,Tanti
178,"Valle Hermoso"
178,"Villa Carlos Paz"
178,"Villa Flor Serrana"
178,"Villa Giardino"
178,"Villa Lago Azul"
178,"Villa Parque Siquimán"
178,"Villa Río Icho Cruz"
178,"Villa San José"
178,"Villa Santa Cruz del Lago"
179,Achiras
179,"Adelia María"
179,"Alcira (Est. Gigena)"
179,"Alpa Corral"
179,Berrotarán
179,Bulnes
179,Chaján
179,Chucul
179,"Coronel Baigorria"
179,"Coronel Moldes"
179,Elena
179,"La Carolina"
179,"La Cautiva"
179,"La Gilda"
179,"Las Acequias"
179,"Las Albahacas"
179,"Las Higueras"
179,"Las Peñas"
179,"Las Vertientes"
179,Malena
179,"Monte de los Gauchos"
179,"Paso del Durazno"
179,"Río Cuarto"
179,Sampacho
179,"San Basilio"
179,"Santa Catalina (Est. Holmberg)"
179,Suco
179,Tosquitas
179,"Vicuña Mackenna"
179,"Villa El Chacay"
179,"Villa Santa Eugenia"
179,Washington
180,Atahona
180,"Cañada de Machado"
180,"Capilla de los Remedios"
180,Chalacea
180,"Colonia Las Cuatro Esquinas"
180,"Diego de Rojas"
180,"El Alcalde (Est. Tala Norte)"
180,"El Crispín"
180,Esquina
180,"Kilómetro 658"
180,"La Para"
180,"La Posta"
180,"La Puerta"
180,"La Quinta"
180,"Las Gramillas"
180,"Las Saladas"
180,"Maquinista Gallini"
180,"Monte del Rosario"
180,Montecristo
180,"Obispo Trejo"
180,Piquillín
180,"Plaza de Mercedes"
180,"Pueblo Comechingones"
180,"Río Primero"
180,"Sagrada Familia"
180,"Santa Rosa de Río Primero (Est. Villa Santa Rosa)"
180,"Villa Fontana"
181,"Cerro Colorado"
181,"Chañar Viejo"
181,"Eufrasio Loza"
181,Gütemberg
181,"La Rinconada"
181,"Los Hoyos"
181,"Puesto de Castro"
181,"Rayo Cortado"
181,"San Pedro de Gütemberg"
181,"Santa Elena"
181,"Sebastián Elcano"
181,"Villa Candelaria Norte"
181,"Villa de María"
182,Calchín
182,"Calchín Oeste"
182,"Capilla del Carmen"
182,Carrilobo
182,Colazo
182,"Colonia Videla"
182,Costasacate
182,Impira
182,"Laguna Larga"
182,"Las Junturas"
182,"Los Chañaritos"
182,Luque
182,Manfredi
182,Matorrales
182,Oncativo
182,Pilar
182,"Pozo del Molle"
182,Rincón
182,"Río Segundo"
182,"Santiago Temple"
182,"Villa del Rosario"
183,Ambul
183,"Arroyo Los Patos"
183,"El Huayco"
183,"La Cortadera"
183,"Las Calles"
183,"Las Oscuras"
183,"Las Rabonas"
183,"Los Callejones"
183,"Mina Clavero"
183,Mussi
183,Nono
183,Panaholma
183,"San Huberto"
183,"San Lorenzo"
183,"San Martín"
183,"San Pedro"
183,"San Vicente"
183,"Sauce Arriba"
183,Tasna
183,"Villa Cura Brochero"
183,"Villa Sarmiento"
184,Conlara
184,Corralito
184,"Cruz Caña"
184,"Dos Arroyos"
184,"El Pantanillo"
184,"La Paz"
184,"La Población"
184,"La Ramada"
184,"La Travesía"
184,"Las Tapias"
184,"Los Cerrillos"
184,"Los Hornillos"
184,"Los Molles"
184,"Los Romeros"
184,Luyaba
184,"Quebrada de los Pozos"
184,"San Javier y Yacanto"
184,"San José"
184,"Villa de las Rosas"
184,"Villa Dolores"
184,"Villa La Viña"
185,Alicia
185,"Altos de Chipión"
185,Arroyito
185,Balnearia
185,Brinkmann
185,"Colonia 10 de Julio"
185,"Colonia Anita"
185,"Colonia Las Pichanas"
185,"Colonia Marina"
185,"Colonia Prosperidad"
185,"Colonia San Bartolomé"
185,"Colonia San Pedro"
185,"Colonia Santa María"
185,"Colonia Valtelina"
185,"Colonia Vignaud"
185,Devoto
185,"El Arañado"
185,"El Fortín"
185,"El Fuertecito"
185,"El Tío"
185,"Estación Luxardo"
185,Freyre
185,"La Francia"
185,"La Paquita"
185,"La Tordilla"
185,"Las Varas"
185,"Las Varillas"
185,Marull
185,Miramar
185,Morteros
185,"Plaza Luxardo"
185,"Plaza San Francisco"
185,Porteña
185,"Quebracho Herrado"
185,Sacanta
185,"San Francisco"
185,"Saturnino María Laspiur"
185,Seeber
185,"Toro Pujio"
185,Tránsito
185,Trinchera
185,"Villa Concepción del Tío"
185,"Villa del Tránsito"
185,"Villa San Esteban"
186,"Alta Gracia"
186,Anisacate
186,"Barrio Gilbert"
186,"Barrio Villa del Parque"
186,Bouwer
186,"Caseros Centro"
186,"Costa Azul"
186,"Despeñaderos (Est. Dr. Lucas A. de Olmos)"
186,"Dique Chico"
186,"Falda del Cañete"
186,"Falda del Carmen"
186,"La Boca del Río"
186,"La Carbonada"
186,"La Cumbrecita"
186,"La Paisanita"
186,"La Perla"
186,"La Rancherita"
186,"La Serranita"
186,"Los Cedros"
186,Lozada
186,Malagueño
186,"Monte Ralo"
186,"Potrero de Garay"
186,"Rafael García"
186,"San Clemente"
186,"San Nicolás"
186,Socavones
186,Toledo
186,"Valle Alegre"
186,"Valle de Anisacate"
186,"Villa  La Bolsa"
